[4657, 9]
[4532, 9]
[2624, 5]
[3088, 6]
[4124, 8]
[2287, 4]
[2396, 4]
[2660, 5]
[3524, 7]
[294, 0]
[281, 0]
[1777, 3]
[4819, 9]
[1049, 2]
[4123, 8]
[4590, 9]
[80, 0]
[3839, 7]
[129, 0]
[2362, 4]
[1098, 2]
[2076, 4]
[1179, 2]
[1170, 2]
[2188, 4]
[2286, 4]
[155, 0]
[870, 1]
[4663, 9]
[1335, 2]
[4237, 8]
[4127, 8]
[3228, 6]
[63, 0]
[3300, 6]
[1292, 2]
[1204, 2]
[4031, 8]
[2349, 4]
[2779, 5]
[22, 0]
[1276, 2]
[3638, 7]
[1594, 3]
[890, 1]
[2721, 5]
[2512, 5]
[863, 1]
[1349, 2]
[677, 1]
[3321, 6]
[1120, 2]
[3171, 6]
[4552, 9]
[20, 0]
[4285, 8]
[4316, 8]
[4506, 9]
[4671, 9]
[3127, 6]
[2691, 5]
[2838, 5]
[4613, 9]
[2386, 4]
[4388, 8]
[718, 1]
[3195, 6]
[2060, 4]
[3755, 7]
[3062, 6]
[1630, 3]
[2504, 5]
[2334, 4]
[3150, 6]
[2306, 4]
[3064, 6]
[4536, 9]
[2855, 5]
[2544, 5]
[1089, 2]
[3072, 6]
[2694, 5]
[250, 0]
[3017, 6]
[608, 1]
[325, 0]
[3288, 6]
[3133, 6]
[4678, 9]
[3005, 6]
[1604, 3]
[4771, 9]
[1726, 3]
[804, 1]
[3, 0]
[4806, 9]
[271, 0]
[1836, 3]
[3607, 7]
[4666, 9]
[2613, 5]
[784, 1]
[2645, 5]
[3548, 7]
[634, 1]
[1541, 3]
[3383, 6]
[3058, 6]
[4019, 8]
[1345, 2]
[4710, 9]
[2215, 4]
[4817, 9]
[1123, 2]
[4744, 9]
[2776, 5]
[549, 1]
[3082, 6]
[1561, 3]
[2213, 4]
[1017, 2]
[3881, 7]
[315, 0]
[3336, 6]
[4873, 9]
[1646, 3]
[3748, 7]
[1111, 2]
[3167, 6]
[2545, 5]
[1337, 2]
[2839, 5]
[3586, 7]
[1891, 3]
[127, 0]
[330, 0]
[655, 1]
[3648, 7]
[4261, 8]
[602, 1]
[3563, 7]
[538, 1]
[1161, 2]
[2128, 4]
[4290, 8]
[143, 0]
[811, 1]
[2197, 4]
[2524, 5]
[1079, 2]
[1515, 3]
[1124, 2]
[3889, 7]
[208, 0]
[2378, 4]
[2871, 5]
[4371, 8]
[192, 0]
[4867, 9]
[3303, 6]
[3184, 6]
[4676, 9]
[4900, 9]
[2761, 5]
[3116, 6]
[3068, 6]
[2828, 5]
[10, 0]
[249, 0]
[3649, 7]
[1832, 3]
[4284, 8]
[2520, 5]
[1381, 2]
[3317, 6]
[2394, 4]
[2640, 5]
[4397, 8]
[3658, 7]
[3666, 7]
[2072, 4]
[1136, 2]
[41, 0]
[4036, 8]
[47, 0]
[4813, 9]
[2844, 5]
[3193, 6]
[1220, 2]
[894, 1]
[2897, 5]
[1665, 3]
[1670, 3]
[3893, 7]
[4889, 9]
[4329, 8]
[1511, 3]
[1695, 3]
[2053, 4]
[1373, 2]
[4645, 9]
[3099, 6]
[3521, 7]
[2384, 4]
[3843, 7]
[4234, 8]
[338, 0]
[4504, 9]
[4505, 9]
[3278, 6]
[1299, 2]
[1326, 2]
[4318, 8]
[1069, 2]
[4740, 9]
[4202, 8]
[708, 1]
[1573, 3]
[4699, 9]
[3507, 7]
[1853, 3]
[2795, 5]
[180, 0]
[3615, 7]
[4207, 8]
[3360, 6]
[575, 1]
[777, 1]
[1829, 3]
[1578, 3]
[4854, 9]
[108, 0]
[3847, 7]
[2366, 4]
[3357, 6]
[130, 0]
[4776, 9]
[3610, 7]
[1313, 2]
[1068, 2]
[772, 1]
[2319, 4]
[2040, 4]
[3161, 6]
[4156, 8]
[2625, 5]
[2106, 4]
[3867, 7]
[3885, 7]
[627, 1]
[3866, 7]
[794, 1]
[4071, 8]
[2166, 4]
[681, 1]
[3235, 6]
[889, 1]
[1848, 3]
[1259, 2]
[1314, 2]
[4731, 9]
[1512, 3]
[762, 1]
[62, 0]
[1624, 3]
[2557, 5]
[1871, 3]
[355, 0]
[157, 0]
[4814, 9]
[4350, 8]
[3546, 7]
[4024, 8]
[3015, 6]
[2031, 4]
[2249, 4]
[4308, 8]
[2111, 4]
[1210, 2]
[236, 0]
[3172, 6]
[3152, 6]
[526, 1]
[2162, 4]
[2011, 4]
[1863, 3]
[3804, 7]
[212, 0]
[4589, 9]
[162, 0]
[3774, 7]
[3508, 7]
[4135, 8]
[223, 0]
[2570, 5]
[3654, 7]
[258, 0]
[4673, 9]
[3047, 6]
[2852, 5]
[1078, 2]
[698, 1]
[4137, 8]
[3541, 7]
[2058, 4]
[2297, 4]
[244, 0]
[3578, 7]
[4144, 8]
[1819, 3]
[1217, 2]
[4777, 9]
[4602, 9]
[3713, 7]
[3731, 7]
[2748, 5]
[3279, 6]
[4252, 8]
[4741, 9]
[876, 1]
[1176, 2]
[254, 0]
[363, 0]
[4309, 8]
[4271, 8]
[2623, 5]
[1092, 2]
[1151, 2]
[833, 1]
[847, 1]
[4173, 8]
[3074, 6]
[1676, 3]
[3861, 7]
[1651, 3]
[195, 0]
[285, 0]
[1660, 3]
[2065, 4]
[4152, 8]
[1304, 2]
[792, 1]
[4593, 9]
[1870, 3]
[3301, 6]
[1771, 3]
[4049, 8]
[3083, 6]
[2518, 5]
[2376, 4]
[1781, 3]
[2862, 5]
[1283, 2]
[591, 1]
[1344, 2]
[4538, 9]
[1833, 3]
[1327, 2]
[1778, 3]
[1070, 2]
[1761, 3]
[3660, 7]
[2064, 4]
[317, 0]
[837, 1]
[2263, 4]
[4821, 9]
[596, 1]
[667, 1]
[4048, 8]
[3669, 7]
[2276, 4]
[2666, 5]
[2385, 4]
[356, 0]
[4310, 8]
[4151, 8]
[741, 1]
[3084, 6]
[3514, 7]
[4610, 9]
[4131, 8]
[3759, 7]
[517, 1]
[774, 1]
[1085, 2]
[4083, 8]
[1560, 3]
[305, 0]
[1509, 3]
[3573, 7]
[1546, 3]
[668, 1]
[3838, 7]
[3337, 6]
[711, 1]
[3833, 7]
[4342, 8]
[3192, 6]
[2251, 4]
[3093, 6]
[378, 0]
[4886, 9]
[1612, 3]
[2780, 5]
[4250, 8]
[13, 0]
[864, 1]
[688, 1]
[1055, 2]
[4260, 8]
[1694, 3]
[2266, 4]
[1513, 3]
[4043, 8]
[1508, 3]
[1555, 3]
[4755, 9]
[1187, 2]
[4847, 9]
[194, 0]
[2900, 5]
[581, 1]
[2882, 5]
[786, 1]
[2636, 5]
[2323, 4]
[1716, 3]
[3857, 7]
[2245, 4]
[3132, 6]
[1004, 2]
[726, 1]
[2833, 5]
[4688, 9]
[587, 1]
[4163, 8]
[3170, 6]
[1163, 2]
[2573, 5]
[3168, 6]
[2103, 4]
[2105, 4]
[3346, 6]
[2054, 4]
[4313, 8]
[1289, 2]
[3872, 7]
[527, 1]
[4626, 9]
[4607, 9]
[734, 1]
[3562, 7]
[3726, 7]
[1767, 3]
[793, 1]
[1844, 3]
[3030, 6]
[4834, 9]
[4327, 8]
[3773, 7]
[2626, 5]
[1855, 3]
[3352, 6]
[1231, 2]
[4227, 8]
[4559, 9]
[312, 0]
[2055, 4]
[3647, 7]
[1882, 3]
[4369, 8]
[1006, 2]
[4720, 9]
[4180, 8]
[4177, 8]
[4557, 9]
[4711, 9]
[3803, 7]
[3340, 6]
[1255, 2]
[1096, 2]
[3686, 7]
[680, 1]
[2210, 4]
[2336, 4]
[3819, 7]
[4113, 8]
[3240, 6]
[4818, 9]
[1104, 2]
[4085, 8]
[4841, 9]
[1134, 2]
[226, 0]
[1626, 3]
[3265, 6]
[318, 0]
[3630, 7]
[2265, 4]
[335, 0]
[2299, 4]
[4775, 9]
[2163, 4]
[1390, 2]
[4846, 9]
[2247, 4]
[1679, 3]
[860, 1]
[4769, 9]
[1877, 3]
[4185, 8]
[4126, 8]
[885, 1]
[3326, 6]
[2696, 5]
[3714, 7]
[3576, 7]
[3545, 7]
[1222, 2]
[701, 1]
[853, 1]
[3110, 6]
[1810, 3]
[2367, 4]
[2708, 5]
[1387, 2]
[1697, 3]
[3844, 7]
[4687, 9]
[3710, 7]
[1253, 2]
[2638, 5]
[97, 0]
[4030, 8]
[1603, 3]
[2671, 5]
[2669, 5]
[2090, 4]
[1607, 3]
[2529, 5]
[3583, 7]
[24, 0]
[3771, 7]
[2559, 5]
[2678, 5]
[2642, 5]
[4653, 9]
[3695, 7]
[252, 0]
[705, 1]
[4835, 9]
[106, 0]
[4842, 9]
[4115, 8]
[566, 1]
[1729, 3]
[4516, 9]
[3780, 7]
[3027, 6]
[739, 1]
[3744, 7]
[2527, 5]
[4386, 8]
[3004, 6]
[4105, 8]
[2565, 5]
[241, 0]
[1206, 2]
[1353, 2]
[2199, 4]
[4320, 8]
[2698, 5]
[1507, 3]
[1681, 3]
[2664, 5]
[2536, 5]
[3671, 7]
[219, 0]
[232, 0]
[823, 1]
[1849, 3]
[140, 0]
[2398, 4]
[1538, 3]
[2109, 4]
[2608, 5]
[4748, 9]
[1837, 3]
[174, 0]
[2137, 4]
[324, 0]
[2136, 4]
[3897, 7]
[2364, 4]
[3837, 7]
[4722, 9]
[289, 0]
[2775, 5]
[3556, 7]
[4783, 9]
[1086, 2]
[4356, 8]
[3214, 6]
[742, 1]
[292, 0]
[2521, 5]
[3808, 7]
[234, 0]
[172, 0]
[1749, 3]
[1672, 3]
[835, 1]
[4146, 8]
[1896, 3]
[2260, 4]
[717, 1]
[4864, 9]
[2282, 4]
[3801, 7]
[1348, 2]
[2327, 4]
[310, 0]
[3148, 6]
[4896, 9]
[4576, 9]
[4129, 8]
[3799, 7]
[3842, 7]
[3335, 6]
[1566, 3]
[1130, 2]
[2517, 5]
[1158, 2]
[2819, 5]
[3845, 7]
[3685, 7]
[1633, 3]
[1582, 3]
[2860, 5]
[3699, 7]
[4281, 8]
[1737, 3]
[4600, 9]
[375, 0]
[4132, 8]
[1675, 3]
[884, 1]
[3389, 6]
[1132, 2]
[4747, 9]
[4773, 9]
[628, 1]
[1794, 3]
[2046, 4]
[4809, 9]
[1137, 2]
[3582, 7]
[545, 1]
[3332, 6]
[2606, 5]
[359, 0]
[3705, 7]
[1558, 3]
[1322, 2]
[3200, 6]
[898, 1]
[199, 0]
[1223, 2]
[3111, 6]
[3046, 6]
[4189, 8]
[4522, 9]
[228, 0]
[4561, 9]
[3597, 7]
[1673, 3]
[4852, 9]
[3120, 6]
[1205, 2]
[4190, 8]
[4765, 9]
[4633, 9]
[1699, 3]
[383, 0]
[4242, 8]
[3043, 6]
[3089, 6]
[31, 0]
[4241, 8]
[2602, 5]
[1788, 3]
[2321, 4]
[3245, 6]
[255, 0]
[96, 0]
[4808, 9]
[2308, 4]
[2870, 5]
[1880, 3]
[4717, 9]
[1277, 2]
[1576, 3]
[3594, 7]
[4018, 8]
[334, 0]
[2084, 4]
[2547, 5]
[161, 0]
[3738, 7]
[3107, 6]
[750, 1]
[4798, 9]
[1012, 2]
[3190, 6]
[15, 0]
[3024, 6]
[2237, 4]
[1872, 3]
[2119, 4]
[1178, 2]
[371, 0]
[4104, 8]
[1063, 2]
[3810, 7]
[4758, 9]
[3566, 7]
[2125, 4]
[2292, 4]
[4858, 9]
[153, 0]
[2533, 5]
[3081, 6]
[872, 1]
[112, 0]
[2501, 5]
[3327, 6]
[2519, 5]
[4742, 9]
[385, 0]
[2687, 5]
[2007, 4]
[3530, 7]
[2025, 4]
[895, 1]
[1180, 2]
[4739, 9]
[4779, 9]
[2392, 4]
[3664, 7]
[3896, 7]
[3602, 7]
[3822, 7]
[21, 0]
[3859, 7]
[70, 0]
[2057, 4]
[4670, 9]
[3672, 7]
[2661, 5]
[3187, 6]
[1200, 2]
[2543, 5]
[2567, 5]
[301, 0]
[48, 0]
[3382, 6]
[257, 0]
[1242, 2]
[1366, 2]
[1011, 2]
[3895, 7]
[3715, 7]
[1198, 2]
[2791, 5]
[3747, 7]
[2846, 5]
[803, 1]
[761, 1]
[4191, 8]
[1724, 3]
[2335, 4]
[4562, 9]
[1597, 3]
[2372, 4]
[4382, 8]
[2189, 4]
[840, 1]
[3207, 6]
[501, 1]
[4168, 8]
[253, 0]
[3096, 6]
[4778, 9]
[3543, 7]
[4686, 9]
[3614, 7]
[3135, 6]
[4871, 9]
[597, 1]
[4649, 9]
[4016, 8]
[1330, 2]
[3613, 7]
[743, 1]
[4837, 9]
[2600, 5]
[1190, 2]
[198, 0]
[2735, 5]
[727, 1]
[4749, 9]
[4349, 8]
[3719, 7]
[1787, 3]
[3701, 7]
[4849, 9]
[4114, 8]
[259, 0]
[4205, 8]
[266, 0]
[3691, 7]
[2757, 5]
[3105, 6]
[1209, 2]
[4296, 8]
[1713, 3]
[4098, 8]
[247, 0]
[3236, 6]
[4130, 8]
[4766, 9]
[300, 0]
[1580, 3]
[2743, 5]
[4073, 8]
[629, 1]
[1040, 2]
[623, 1]
[2633, 5]
[3227, 6]
[2165, 4]
[3124, 6]
[4527, 9]
[4709, 9]
[341, 0]
[2395, 4]
[1606, 3]
[60, 0]
[3254, 6]
[2135, 4]
[3735, 7]
[850, 1]
[1549, 3]
[821, 1]
[3883, 7]
[345, 0]
[4243, 8]
[2722, 5]
[2089, 4]
[1806, 3]
[1783, 3]
[1666, 3]
[2890, 5]
[4753, 9]
[3778, 7]
[3140, 6]
[1516, 3]
[3656, 7]
[1077, 2]
[4376, 8]
[4305, 8]
[2141, 4]
[1160, 2]
[328, 0]
[4860, 9]
[609, 1]
[3830, 7]
[4512, 9]
[4347, 8]
[838, 1]
[1378, 2]
[1007, 2]
[4297, 8]
[3159, 6]
[1800, 3]
[2824, 5]
[3097, 6]
[3706, 7]
[3020, 6]
[3131, 6]
[3144, 6]
[2175, 4]
[3147, 6]
[3086, 6]
[3069, 6]
[2004, 4]
[1577, 3]
[4575, 9]
[3375, 6]
[1659, 3]
[2077, 4]
[4058, 8]
[1084, 2]
[4767, 9]
[4182, 8]
[4890, 9]
[4334, 8]
[1669, 3]
[2704, 5]
[4583, 9]
[365, 0]
[1108, 2]
[3679, 7]
[2789, 5]
[1250, 2]
[2657, 5]
[512, 1]
[1686, 3]
[3056, 6]
[4781, 9]
[2695, 5]
[3795, 7]
[4361, 8]
[4134, 8]
[2753, 5]
[231, 0]
[326, 0]
[2182, 4]
[4267, 8]
[2620, 5]
[1272, 2]
[3794, 7]
[3787, 7]
[1325, 2]
[45, 0]
[296, 0]
[4725, 9]
[723, 1]
[4752, 9]
[381, 0]
[4200, 8]
[3125, 6]
[4224, 8]
[2152, 4]
[2062, 4]
[1822, 3]
[3652, 7]
[1320, 2]
[4838, 9]
[3662, 7]
[4894, 9]
[4195, 8]
[4286, 8]
[788, 1]
[578, 1]
[773, 1]
[1759, 3]
[4571, 9]
[4831, 9]
[159, 0]
[395, 0]
[4618, 9]
[1554, 3]
[2879, 5]
[4563, 9]
[3262, 6]
[2043, 4]
[1392, 2]
[3751, 7]
[4380, 8]
[4037, 8]
[697, 1]
[4063, 8]
[1579, 3]
[2290, 4]
[4025, 8]
[845, 1]
[4855, 9]
[168, 0]
[822, 1]
[2766, 5]
[574, 1]
[1518, 3]
[4693, 9]
[2371, 4]
[4383, 8]
[2018, 4]
[2195, 4]
[4605, 9]
[2387, 4]
[4712, 9]
[1741, 3]
[1301, 2]
[2082, 4]
[179, 0]
[532, 1]
[28, 0]
[1105, 2]
[4111, 8]
[3311, 6]
[1809, 3]
[4617, 9]
[2317, 4]
[306, 0]
[3021, 6]
[1131, 2]
[4201, 8]
[2549, 5]
[2157, 4]
[173, 0]
[3128, 6]
[4212, 8]
[2558, 5]
[3271, 6]
[1265, 2]
[2886, 5]
[4803, 9]
[2837, 5]
[2668, 5]
[1818, 3]
[4584, 9]
[503, 1]
[3827, 7]
[2654, 5]
[3616, 7]
[1525, 3]
[3145, 6]
[3212, 6]
[4311, 8]
[43, 0]
[4060, 8]
[842, 1]
[4013, 8]
[2267, 4]
[3318, 6]
[272, 0]
[4225, 8]
[177, 0]
[3323, 6]
[3743, 7]
[1025, 2]
[4196, 8]
[2707, 5]
[1256, 2]
[3313, 6]
[1087, 2]
[1141, 2]
[1088, 2]
[3608, 7]
[4543, 9]
[2178, 4]
[1674, 3]
[3151, 6]
[4340, 8]
[1764, 3]
[2808, 5]
[2899, 5]
[3018, 6]
[1599, 3]
[1535, 3]
[4840, 9]
[1814, 3]
[3085, 6]
[1610, 3]
[3201, 6]
[3637, 7]
[2243, 4]
[2214, 4]
[4898, 9]
[3632, 7]
[1064, 2]
[1574, 3]
[3565, 7]
[740, 1]
[93, 0]
[1350, 2]
[3049, 6]
[1690, 3]
[3320, 6]
[4239, 8]
[4217, 8]
[4220, 8]
[522, 1]
[2390, 4]
[3180, 6]
[3080, 6]
[3355, 6]
[4815, 9]
[4715, 9]
[2772, 5]
[533, 1]
[4876, 9]
[4827, 9]
[712, 1]
[2802, 5]
[2063, 4]
[238, 0]
[2644, 5]
[849, 1]
[3385, 6]
[1128, 2]
[572, 1]
[2302, 4]
[1212, 2]
[1367, 2]
[2352, 4]
[2277, 4]
[805, 1]
[2070, 4]
[4689, 9]
[1354, 2]
[3051, 6]
[1813, 3]
[2168, 4]
[3892, 7]
[4790, 9]
[2847, 5]
[3852, 7]
[2593, 5]
[1780, 3]
[3875, 7]
[666, 1]
[2124, 4]
[270, 0]
[4107, 8]
[4120, 8]
[291, 0]
[3574, 7]
[4851, 9]
[3501, 7]
[3537, 7]
[1194, 2]
[3369, 6]
[1159, 2]
[3162, 6]
[374, 0]
[1773, 3]
[3757, 7]
[2172, 4]
[2843, 5]
[1095, 2]
[3645, 7]
[896, 1]
[2851, 5]
[297, 0]
[1745, 3]
[800, 1]
[3139, 6]
[619, 1]
[3394, 6]
[66, 0]
[2821, 5]
[369, 0]
[2560, 5]
[3034, 6]
[1750, 3]
[856, 1]
[2522, 5]
[3806, 7]
[1825, 3]
[4299, 8]
[2768, 5]
[18, 0]
[2794, 5]
[3820, 7]
[2814, 5]
[3264, 6]
[1775, 3]
[2186, 4]
[2085, 4]
[4187, 8]
[703, 1]
[4372, 8]
[3359, 6]
[3078, 6]
[2313, 4]
[1748, 3]
[4125, 8]
[1312, 2]
[370, 0]
[4540, 9]
[2673, 5]
[3532, 7]
[2591, 5]
[1638, 3]
[3737, 7]
[368, 0]
[4089, 8]
[214, 0]
[3511, 7]
[829, 1]
[2585, 5]
[126, 0]
[541, 1]
[2830, 5]
[1075, 2]
[585, 1]
[687, 1]
[1156, 2]
[4735, 9]
[1614, 3]
[4832, 9]
[3275, 6]
[1059, 2]
[2746, 5]
[4150, 8]
[1866, 3]
[3260, 6]
[3220, 6]
[3590, 7]
[3277, 6]
[604, 1]
[366, 0]
[3585, 7]
[1362, 2]
[755, 1]
[235, 0]
[2212, 4]
[4861, 9]
[2834, 5]
[4149, 8]
[2, 0]
[4764, 9]
[4528, 9]
[1608, 3]
[2615, 5]
[4698, 9]
[1615, 3]
[2087, 4]
[4012, 8]
[2825, 5]
[735, 1]
[3579, 7]
[384, 0]
[2066, 4]
[2632, 5]
[682, 1]
[3789, 7]
[2534, 5]
[4236, 8]
[1081, 2]
[2758, 5]
[2013, 4]
[4716, 9]
[1319, 2]
[3044, 6]
[573, 1]
[2676, 5]
[118, 0]
[2393, 4]
[2540, 5]
[1157, 2]
[2373, 4]
[4197, 8]
[4121, 8]
[4353, 8]
[4797, 9]
[3165, 6]
[3136, 6]
[30, 0]
[4199, 8]
[568, 1]
[3272, 6]
[1640, 3]
[4679, 9]
[640, 1]
[1892, 3]
[4174, 8]
[4641, 9]
[90, 0]
[3792, 7]
[1591, 3]
[1851, 3]
[4076, 8]
[2357, 4]
[1357, 2]
[4697, 9]
[2502, 5]
[669, 1]
[2599, 5]
[780, 1]
[3065, 6]
[4099, 8]
[4179, 8]
[3712, 7]
[1852, 3]
[163, 0]
[268, 0]
[2331, 4]
[2893, 5]
[3225, 6]
[1739, 3]
[2220, 4]
[4882, 9]
[2133, 4]
[2817, 5]
[1341, 2]
[3314, 6]
[3826, 7]
[3202, 6]
[3688, 7]
[4736, 9]
[3198, 6]
[262, 0]
[2849, 5]
[1347, 2]
[3618, 7]
[3284, 6]
[321, 0]
[756, 1]
[3223, 6]
[2568, 5]
[176, 0]
[900, 1]
[2274, 4]
[2616, 5]
[2143, 4]
[117, 0]
[4606, 9]
[4652, 9]
[4681, 9]
[1817, 3]
[1875, 3]
[2889, 5]
[319, 0]
[879, 1]
[2123, 4]
[4017, 8]
[4668, 9]
[3717, 7]
[3745, 7]
[2016, 4]
[3600, 7]
[4862, 9]
[138, 0]
[3639, 7]
[3617, 7]
[1874, 3]
[3268, 6]
[4635, 9]
[1371, 2]
[2051, 4]
[332, 0]
[4362, 8]
[2739, 5]
[782, 1]
[636, 1]
[1890, 3]
[508, 1]
[2841, 5]
[146, 0]
[3601, 7]
[1144, 2]
[3510, 7]
[1284, 2]
[1887, 3]
[351, 0]
[4534, 9]
[882, 1]
[2579, 5]
[3249, 6]
[560, 1]
[4700, 9]
[2185, 4]
[4080, 8]
[1664, 3]
[3681, 7]
[1678, 3]
[819, 1]
[1752, 3]
[3899, 7]
[806, 1]
[3596, 7]
[2056, 4]
[1536, 3]
[1544, 3]
[888, 1]
[240, 0]
[2542, 5]
[3834, 7]
[586, 1]
[2873, 5]
[4839, 9]
[509, 1]
[3535, 7]
[1385, 2]
[393, 0]
[1196, 2]
[4883, 9]
[4330, 8]
[4263, 8]
[1569, 3]
[3362, 6]
[3741, 7]
[3055, 6]
[1803, 3]
[3256, 6]
[4257, 8]
[748, 1]
[2241, 4]
[595, 1]
[4069, 8]
[1765, 3]
[730, 1]
[4550, 9]
[139, 0]
[3175, 6]
[3033, 6]
[1056, 2]
[3213, 6]
[2730, 5]
[29, 0]
[2012, 4]
[2861, 5]
[1865, 3]
[1379, 2]
[2344, 4]
[3534, 7]
[1712, 3]
[1790, 3]
[216, 0]
[4027, 8]
[82, 0]
[3567, 7]
[4214, 8]
[3678, 7]
[1533, 3]
[4322, 8]
[2719, 5]
[1260, 2]
[690, 1]
[2380, 4]
[1173, 2]
[2156, 4]
[3693, 7]
[3266, 6]
[881, 1]
[722, 1]
[170, 0]
[2225, 4]
[4188, 8]
[778, 1]
[4537, 9]
[124, 0]
[3156, 6]
[4238, 8]
[4352, 8]
[2259, 4]
[3869, 7]
[2149, 4]
[4843, 9]
[2107, 4]
[3216, 6]
[2667, 5]
[1522, 3]
[519, 1]
[3836, 7]
[2588, 5]
[2278, 4]
[2281, 4]
[4623, 9]
[4062, 8]
[3398, 6]
[4564, 9]
[2261, 4]
[4870, 9]
[3854, 7]
[3553, 7]
[3831, 7]
[2381, 4]
[4026, 8]
[859, 1]
[1552, 3]
[858, 1]
[4761, 9]
[3655, 7]
[2271, 4]
[3287, 6]
[2658, 5]
[2086, 4]
[3366, 6]
[716, 1]
[4211, 8]
[2842, 5]
[1071, 2]
[665, 1]
[3307, 6]
[671, 1]
[2663, 5]
[1211, 2]
[2701, 5]
[3880, 7]
[4560, 9]
[3816, 7]
[4829, 9]
[649, 1]
[2649, 5]
[1391, 2]
[3028, 6]
[4164, 8]
[4745, 9]
[2114, 4]
[333, 0]
[1861, 3]
[3824, 7]
[3687, 7]
[142, 0]
[4086, 8]
[3692, 7]
[4763, 9]
[2330, 4]
[1102, 2]
[3002, 6]
[4175, 8]
[2353, 4]
[184, 0]
[4228, 8]
[1121, 2]
[2268, 4]
[598, 1]
[3113, 6]
[35, 0]
[4788, 9]
[4044, 8]
[4194, 8]
[4341, 8]
[3003, 6]
[3772, 7]
[3812, 7]
[349, 0]
[2853, 5]
[65, 0]
[2293, 4]
[3505, 7]
[1867, 3]
[3036, 6]
[4651, 9]
[2342, 4]
[3215, 6]
[1662, 3]
[2369, 4]
[2052, 4]
[4696, 9]
[1869, 3]
[119, 0]
[3540, 7]
[3157, 6]
[206, 0]
[4040, 8]
[4544, 9]
[79, 0]
[4620, 9]
[4138, 8]
[4587, 9]
[752, 1]
[1264, 2]
[3552, 7]
[1315, 2]
[535, 1]
[679, 1]
[69, 0]
[2397, 4]
[4091, 8]
[2242, 4]
[2578, 5]
[4122, 8]
[57, 0]
[4662, 9]
[3106, 6]
[4802, 9]
[4008, 8]
[1107, 2]
[1001, 2]
[744, 1]
[2159, 4]
[346, 0]
[2750, 5]
[1501, 3]
[293, 0]
[867, 1]
[4596, 9]
[3376, 6]
[282, 0]
[58, 0]
[2246, 4]
[3725, 7]
[4853, 9]
[693, 1]
[3874, 7]
[3531, 7]
[3304, 6]
[3636, 7]
[2675, 5]
[4660, 9]
[3761, 7]
[4035, 8]
[1214, 2]
[3746, 7]
[2647, 5]
[2777, 5]
[2036, 4]
[1398, 2]
[2176, 4]
[3569, 7]
[4647, 9]
[4619, 9]
[3784, 7]
[248, 0]
[2526, 5]
[3316, 6]
[4702, 9]
[4102, 8]
[307, 0]
[594, 1]
[2207, 4]
[4074, 8]
[4116, 8]
[1318, 2]
[2047, 4]
[4355, 8]
[3758, 7]
[107, 0]
[3289, 6]
[1103, 2]
[635, 1]
[2827, 5]
[1184, 2]
[2240, 4]
[3351, 6]
[2206, 4]
[1791, 3]
[546, 1]
[1649, 3]
[4204, 8]
[3100, 6]
[1333, 2]
[3612, 7]
[600, 1]
[2733, 5]
[2391, 4]
[4795, 9]
[528, 1]
[1114, 2]
[4683, 9]
[1015, 2]
[145, 0]
[4566, 9]
[1148, 2]
[3518, 7]
[2158, 4]
[4193, 8]
[1704, 3]
[2592, 5]
[1138, 2]
[2566, 5]
[2835, 5]
[3718, 7]
[548, 1]
[4374, 8]
[1394, 2]
[1642, 3]
[2328, 4]
[3306, 6]
[1169, 2]
[2829, 5]
[1181, 2]
[2553, 5]
[2095, 4]
[4551, 9]
[2546, 5]
[1611, 3]
[181, 0]
[1548, 3]
[1382, 2]
[3626, 7]
[3203, 6]
[178, 0]
[4556, 9]
[2088, 4]
[540, 1]
[3659, 7]
[1192, 2]
[4038, 8]
[3396, 6]
[4165, 8]
[1596, 3]
[3568, 7]
[3690, 7]
[2630, 5]
[1174, 2]
[2712, 5]
[1041, 2]
[222, 0]
[2705, 5]
[2867, 5]
[34, 0]
[3119, 6]
[2120, 4]
[3716, 7]
[2254, 4]
[224, 0]
[3231, 6]
[3661, 7]
[4730, 9]
[2009, 4]
[4857, 9]
[1816, 3]
[2822, 5]
[2788, 5]
[1821, 3]
[3368, 6]
[2204, 4]
[1026, 2]
[3273, 6]
[2069, 4]
[11, 0]
[1540, 3]
[2610, 5]
[4655, 9]
[621, 1]
[3646, 7]
[277, 0]
[3791, 7]
[3102, 6]
[3281, 6]
[1140, 2]
[1812, 3]
[4213, 8]
[382, 0]
[844, 1]
[2347, 4]
[4400, 8]
[4097, 8]
[2248, 4]
[4090, 8]
[2513, 5]
[2609, 5]
[3580, 7]
[4824, 9]
[4291, 8]
[2863, 5]
[221, 0]
[1133, 2]
[3296, 6]
[4897, 9]
[2017, 4]
[4081, 8]
[2333, 4]
[125, 0]
[4367, 8]
[2646, 5]
[3276, 6]
[2525, 5]
[603, 1]
[3877, 7]
[1257, 2]
[2368, 4]
[4169, 8]
[3309, 6]
[1328, 2]
[543, 1]
[4142, 8]
[4088, 8]
[2329, 4]
[4588, 9]
[1547, 3]
[3280, 6]
[2749, 5]
[1374, 2]
[2552, 5]
[182, 0]
[4866, 9]
[3252, 6]
[3189, 6]
[2305, 4]
[4733, 9]
[3823, 7]
[557, 1]
[3218, 6]
[204, 0]
[4366, 8]
[1248, 2]
[2840, 5]
[4891, 9]
[4850, 9]
[4365, 8]
[4625, 9]
[1808, 3]
[2865, 5]
[3098, 6]
[3584, 7]
[783, 1]
